id,family_id,label,split,source,original_tokens,migrated_tokens,pair_tokens
d2c4a92c-0317-4b93-a959-ec303af46db3,mined__github_py23_4820937316ce1966,equivalent,train,real_mined,591,548,1139
b8045a71-6688-4200-9819-7148ac002dcc,mined__github_py23_e21772c455cae9e9,equivalent,train,real_mined,150,142,292
411bbc73-60c2-4639-996d-da69c4461b68,mined__github_py23_140f724cfe638c1c,equivalent,val,real_mined,32,22,54
a5efc31a-e7eb-4881-a489-7003b14e6b01,mined__github_py23_a9431c752f84d305,equivalent,train,real_mined,324,244,568
c86b8167-a6f1-4ac9-b86a-3a889ad585d7,mined__github_py23_e0479973c5d4259b,equivalent,train,real_mined,77,35,112
2e31f60b-dafe-4dfc-a5cf-46b640b3d8fe,mined__github_py23_caed54f34bae6d0f,equivalent,train,real_mined,91,53,144
1812f341-0bbd-4553-baec-039c21b82934,mined__github_py23_78c3141b831cd1ba,equivalent,val,real_mined,134,83,217
8e7c8cda-6af9-4792-abd7-904d2001268f,mined__github_py23_102af4ba8c2b4cb4,equivalent,train,real_mined,781,648,1429
24e17a81-836a-49ef-b900-0552a36eb469,mined__github_py23_491e779b295a237d,equivalent,train,real_mined,633,575,1208
be9e9d9c-4faa-40c1-a6a4-d6ac097433d1,mined__github_py23_bcb107de72eb55f6,equivalent,test,real_mined,218,206,424
f570be92-6956-43df-b3dc-047bf9fac327,mined__github_py23_f2dcd767f9d15aee,equivalent,train,real_mined,434,378,812
49249530-050b-43ef-aeb6-d7b44d343308,mined__github_py23_911c259f7108f81f,equivalent,train,real_mined,268,212,480
7c010d6f-3940-4a87-bf0a-6817f4d59628,mined__github_py23_6eb95ade91e748a7,equivalent,train,real_mined,562,309,871
80c1d64c-9626-4c3b-a7bb-036e4b3e812c,mined__github_py23_dd3e3c84d54bf00e,equivalent,train,real_mined,238,153,391
c442100d-16cf-411f-ba57-e3b87c2d546d,mined__github_py23_9b4833cf0e920e2c,equivalent,train,real_mined,274,179,453
54a3491f-ddac-48b7-9796-a21727028e32,mined__github_py23_244953afef81edd2,equivalent,train,real_mined,513,444,957
72f6b46f-5b0b-4fd6-aa7b-96c4d1ce7db9,mined__github_py23_c2064f79b90e9ca6,equivalent,train,real_mined,947,828,1775
7563258e-42db-43b3-8a14-27eda15cdec9,mined__github_py23_d5faa4b7a392ad17,equivalent,train,real_mined,346,318,664
8751fdde-622a-4191-bd88-e4213bdced02,mined__github_py23_72cb472888f5e754,equivalent,test,real_mined,138,86,224
c7e51f04-064a-4963-9f7d-64e1c2103ed8,mined__github_py23_6a40a8596538dad6,equivalent,train,real_mined,631,333,964
2f476c9a-0a77-4f0c-8b87-0918d98ab212,mined__github_py23_eaa65bd15dcfd57c,equivalent,val,real_mined,314,70,384
c7537122-4462-408d-ad08-0fee99f526dc,mined__github_py23_f1568ad4811c39a1,equivalent,train,real_mined,131,98,229
a9ad432b-1836-4fbd-aa5b-081ecfe345af,mined__github_py23_cafd1aff72a05708,equivalent,val,real_mined,101,84,185
2f707f2a-2316-47b6-9221-6d7f88c8e50c,mined__github_py23_7dab87f389a1d176,equivalent,train,real_mined,91,31,122
475e6312-7712-4b1d-b2f1-0cbe704ea83c,mined__github_py23_7c3965bc7d195c23,equivalent,train,real_mined,1466,1371,2837
2a90f2b6-ac83-4bb8-9d2c-83f2db14951b,mined__github_py23_2c5486ee4035d5d2,equivalent,val,real_mined,140,132,272
abdf4d6b-d613-4fcd-9425-ded71b2c33f6,mined__github_py23_97f7a8d50788491a,equivalent,train,real_mined,152,146,298
6497b0b6-cf1b-4013-9e67-65dbdb8e7dd6,mined__github_py23_9741790f74a2595e,equivalent,train,real_mined,223,163,386
aaba5d86-4b0f-4fc8-ac17-c2bef29ff9cc,mined__github_py23_01238bf196ee31bf,equivalent,train,real_mined,811,707,1518
e606ccab-de1c-41a1-a189-251ad531b22a,mined__github_py23_03f2d60b756d4f0d,equivalent,train,real_mined,214,198,412
c2e1a3ff-d986-4555-b5aa-6ce911858ec2,mined__github_py23_287a1b27c93102e6,equivalent,train,real_mined,340,274,614
f6e359b1-9cde-4895-9d0a-87be4baed796,mined__github_py23_e9c2e109e073fad0,equivalent,test,real_mined,545,449,994
ac46b611-62c9-490b-a76a-5f83e2f9353c,mined__github_py23_563991a64dc6fdd6,equivalent,test,real_mined,183,124,307
690ea15b-1a7d-41f1-97b6-c0641b378c5f,mined__github_py23_c4cf949c86d2080d,equivalent,test,real_mined,207,194,401
97ca33c9-b12e-4143-a81a-e7afb7c243da,mined__github_py23_6dbdf1e0bc7c0887,equivalent,test,real_mined,615,464,1079
e8e1897f-e374-4881-a90a-a3e9919f943f,mined__github_py23_32a3e85c5bcd0346,equivalent,train,real_mined,274,240,514
59626f6f-cc07-42b1-af62-d5e0fad7cd47,mined__github_py23_5a30715aa19ba319,equivalent,train,real_mined,512,306,818
a33576dd-ca1a-4764-8ad0-ca20889cfe29,mined__github_py23_0cbc207f60aec73b,equivalent,train,real_mined,312,291,603
b0822dd6-cce8-487f-bfff-8c47cf6b1df6,mined__github_py23_ade176617474341f,equivalent,test,real_mined,884,849,1733
d64df3fd-485f-499c-9f18-67e851369020,mined__github_py23_2a773c9972ca5627,equivalent,train,real_mined,502,472,974
7dddb159-fb3f-458d-86c1-41ba4daf3a69,mined__github_py23_ff2b808efa551f4b,equivalent,train,real_mined,1004,647,1651
8b766fed-53fa-48f6-aa54-4a227e931afe,mined__github_py23_fe2cd02a3b6544a8,equivalent,train,real_mined,167,162,329
7eefdd1e-9762-4620-84d7-b496168f6792,mined__github_py23_492548823a34d7d4,equivalent,train,real_mined,119,81,200
c5565e90-c22a-4aba-8f1d-c725962d64c1,mined__github_py23_a27504262e5799fc,equivalent,train,real_mined,472,440,912
04bae378-a101-4e98-be19-161ab775de0e,mined__github_py23_126ca92e06ef8a9d,equivalent,test,real_mined,226,203,429
0eb26ee9-01cb-4f42-b46d-9cb876d7f2b3,mined__github_py23_2fe2076e3294de50,equivalent,train,real_mined,336,299,635
6c6a58ce-70a0-433b-872b-f1299cf31edf,mined__github_py23_118e174a3efac7ea,equivalent,test,real_mined,293,256,549
7596e21a-0464-4766-9ced-a47cd5254475,mined__github_py23_d593795caf48ad7a,equivalent,train,real_mined,114,70,184
a7f4cb2e-8afd-46d7-8187-f9c2eb39d223,mined__github_py23_7282e632f57d8b63,equivalent,train,real_mined,148,100,248
29060c31-3646-4a9e-9ddb-dbae43b0e463,mined__github_py23_b8e2265d53ef2eb9,equivalent,train,real_mined,244,194,438
a8fc0e68-0f8e-480f-9870-5960fa3b5015,mined__github_py23_10e9037b1ce4aee5,equivalent,train,real_mined,326,277,603
8300ef5a-9d28-481e-964d-55921b454935,mined__github_py23_792091f6f39020cf,equivalent,train,real_mined,214,172,386
04586bf9-18b0-44dd-9979-7379e347580d,mined__github_py23_c09bf49784ce49bf,equivalent,train,real_mined,1178,1167,2345
016a7426-2855-4a0b-a10a-30cb2eeaf753,mined__github_py23_7680e23f95528006,equivalent,train,real_mined,199,93,292
718c420e-c3c5-4f6f-b40c-d6a96f3c1aaa,mined__github_py23_0dc44ec435d7d917,equivalent,train,real_mined,257,208,465
8135b718-1f83-4261-bb02-7e5813c19ac9,mined__github_py23_99485696ad94d4b4,equivalent,train,real_mined,621,336,957
b8e0ffbd-df8b-4f0d-8a44-a1e06c1485b6,mined__github_py23_372594aea326384b,equivalent,train,real_mined,440,257,697
175b0893-0fea-4775-89ec-f847fbb443e0,mined__github_py23_9c09139f1fd4cca9,equivalent,train,real_mined,288,188,476
659c5635-67b5-4746-aede-db5b6960ce36,mined__github_py23_220f0ba07a258afb,equivalent,train,real_mined,618,281,899
4355f271-0d1b-47a1-8bdc-ce6855c3a022,mined__github_py23_a73b24f92d0c20ee,equivalent,train,real_mined,159,125,284
ef1db51a-6486-4cb4-a629-d8d2d8ddd0c2,mined__github_py23_086eb07e6da34e7d,equivalent,val,real_mined,613,483,1096
97c7af31-7b53-43a3-952f-d0f6ec636fb0,mined__github_py23_6ce99cddecb1a0c7,equivalent,train,real_mined,1637,1360,2997
3ba0ad1c-a9a4-43a2-8fe8-bbb8256eda46,mined__github_py23_47d71129dbec881a,equivalent,test,real_mined,291,208,499
ff158aeb-332f-457f-aa7b-80604aa015d6,mined__github_py23_0fba44c5ee7ec16a,equivalent,test,real_mined,756,681,1437
606ff0d3-6919-41ab-b859-0ba9143fcaad,mined__github_py23_30aad92d3a3bfdb8,equivalent,val,real_mined,603,545,1148
c02f1c7f-eff4-49bc-8163-63fa235a3c03,mined__github_py23_f00c1f518be02cda,equivalent,train,real_mined,477,396,873
b30b8244-4249-4cc8-9b9f-a0c0c12764bc,mined__github_py23_1d83d807e7df383b,equivalent,train,real_mined,171,168,339
b713017d-cea6-40dd-a883-8bbfa601f506,mined__github_py23_461f5ee536ce06bb,equivalent,val,real_mined,171,168,339
c834bf17-e05e-4b09-b204-c5f239ed1dc5,mined__github_py23_1065b07697a7d39a,equivalent,train,real_mined,433,435,868
afe2d2a4-efdc-4e10-994e-bda8998fee4e,mined__github_py23_815a650b3150c1c7,equivalent,train,real_mined,417,421,838
238efe64-197f-4aa3-9e25-2d42ed46861f,mined__github_py23_41c38604297cef5a,equivalent,train,real_mined,95,97,192
e1fc155c-b860-4374-b7f7-d039450c5ce3,mined__github_py23_ba472204f605f4e3,equivalent,train,real_mined,232,234,466
9ec6e24d-1790-4bc3-a0e7-4c9eb65e46ec,mined__github_py23_581053d6c68a7554,equivalent,train,real_mined,178,180,358
41211f61-41c0-4a0f-96ef-454e725b0fb7,mined__github_py23_9d7af4f18061d58a,equivalent,train,real_mined,43,45,88
573dd00e-7034-4f08-85af-2ec6d94c6951,mined__github_py23_0f2e336c64328948,equivalent,train,real_mined,732,731,1463
0d283dee-e293-494a-b235-cafa88602224,mined__github_py23_ca2356bc051726a4,equivalent,test,real_mined,218,133,351
0709a055-31cc-4341-8655-152623d6c551,mined__github_py23_7772a76194a39400,equivalent,train,real_mined,329,249,578
86212798-4c94-4eb7-b2da-929870a4acbb,mined__github_py23_0599c01d84a6c605,equivalent,train,real_mined,306,305,611
44e1201a-3448-4034-b92a-2f259849100e,mined__github_py23_d27e569045e7f751,equivalent,train,real_mined,694,689,1383
f30697f7-f68f-4194-9bcd-cbdd09f81f99,mined__github_py23_a55154bf573fb8c7,equivalent,train,real_mined,152,146,298
705c6a14-1f93-4922-bc89-017fe8eede65,mined__github_py23_fe6228a697eb9e84,equivalent,train,real_mined,662,514,1176
41b60230-4236-4e37-b496-2cd332ac76a0,mined__github_py23_97e1af841f04203c,equivalent,train,real_mined,808,782,1590
4b8f670e-a374-4857-932a-a3f046488e5a,mined__github_py23_706f5bcc68fa4d69,equivalent,train,real_mined,100,98,198
490f1fcf-4d44-4a9b-bd49-2433cf10adab,mined__github_py23_b4a6ee02252e45e7,equivalent,train,real_mined,99,97,196
e5fcdf4c-6719-464f-bab5-fd67d1215c0a,mined__github_py23_57beb4a28c6fbc8e,equivalent,train,real_mined,952,622,1574
7e923e98-875d-4cbc-beed-ab5e694b54cf,mined__github_py23_88a060f8ab66a9b3,equivalent,train,real_mined,115,115,230
69fbbbe5-0287-4659-a89e-bb0affca7e87,mined__github_py23_e9d61a94841ea11c,equivalent,train,real_mined,171,171,342
99ee621b-00ed-4690-84b1-b2bc212cd7f5,mined__github_py23_9083c02b42079065,equivalent,train,real_mined,163,163,326
8cf041b2-7581-489c-ab52-2a6235c575f0,mined__github_py23_f701784f49eb3f6c,equivalent,val,real_mined,136,136,272
7cea30b4-2181-4aea-8a21-0ae24c53f87d,mined__github_py23_6351d7a3b45ee613,equivalent,train,real_mined,124,124,248
82c696c3-cf78-47b8-8f82-5da3576f4765,mined__github_py23_167c13f9522dbd10,equivalent,train,real_mined,221,221,442
122bfede-b277-4e23-bea1-506478bfbd4f,mined__github_py23_35d80242eaeb51a6,equivalent,train,real_mined,228,228,456
27e15b29-95de-4bdd-9787-d1532a7a46bb,mined__github_py23_e1a965ec0966ea85,equivalent,train,real_mined,235,235,470
e777eace-06b3-466d-b387-e2799b8c64d2,mined__github_py23_3c466b86f795bebc,equivalent,test,real_mined,284,284,568
10486a1e-11c6-4b92-be46-0a44809b526a,mined__github_py23_b79f0be7754db691,equivalent,train,real_mined,113,113,226
39f68c82-7d40-4c50-a122-ef459cb803b3,mined__github_py23_4213c2fe03c85eeb,equivalent,train,real_mined,290,295,585
e29772e5-8fb4-4c36-a631-0e71d4d478fc,mined__github_py23_08f07086bc8db19f,equivalent,train,real_mined,208,208,416
764312ec-4f93-499d-9b07-02505ebce7f3,mined__github_py23_a00323abc7c80466,equivalent,train,real_mined,208,208,416
55f81a1c-72a7-4179-96d7-c95d7f8cecea,mined__github_py23_f9afc7e5e49485b0,equivalent,train,real_mined,149,149,298
a5b1845c-c363-4a19-90bd-a9b89369bd2c,mined__github_py23_2c8ebac4639aae79,equivalent,train,real_mined,270,270,540
5801af93-5287-4c03-8e06-22056b3c5a28,mined__github_py23_17d226a6a6f3bd17,equivalent,test,real_mined,37,37,74
067cf8b4-700c-4679-9f87-8cef6c729e86,mined__github_py23_481d93c248200725,equivalent,train,real_mined,65,65,130
425076f5-a99a-434c-a966-dfc79338e3fc,mined__github_py23_760bc5a5e6a58346,equivalent,train,real_mined,146,146,292
bd633fbe-2f86-4bae-82de-f7c38dcfac7f,mined__github_py23_42eeaba0588bb89d,equivalent,val,real_mined,219,219,438
be7cbadd-df68-4a90-b89c-98cbbe63723b,mined__github_py23_ca9abb7faccfb5db,equivalent,test,real_mined,182,182,364
cfff0a75-d6f1-49b0-b62e-d2c14afe065f,mined__github_py23_b5285873610f5427,equivalent,val,real_mined,89,89,178
415d85d9-53d4-4e60-b4f0-0f7ee048f1d5,mined__github_py23_86e8187e91803f2b,equivalent,train,real_mined,114,114,228
20ee75d8-2a46-4b7d-bb93-7427049f2563,mined__github_py23_1a061ba3ffad77d2,equivalent,train,real_mined,99,99,198
e4f11162-1835-4214-be05-4bf339c3ea9b,mined__github_py23_883825854211a42c,equivalent,train,real_mined,109,109,218
a8399c8c-f45e-492e-ac00-c1fbdbdc04c4,mined__github_py23_c00cb8773351fe46,equivalent,train,real_mined,187,187,374
464cb0f7-7308-4cbc-82ed-09cbd96ed137,mined__github_py23_f550fb29f72b2809,equivalent,train,real_mined,159,159,318
17ed4104-98ab-466c-a551-6f64bd6f4d30,mined__github_py23_ab67542253616c38,equivalent,train,real_mined,305,307,612
07afdb72-7c7e-4ed8-ac84-cf2069e48d81,mined__github_py23_4523b35bf8c2a9a8,equivalent,train,real_mined,78,78,156
4de8fe63-1db5-4183-8d6d-c284d12bf06d,mined__github_py23_f73405490f0039e9,equivalent,train,real_mined,111,111,222
ae9da521-2824-48db-9034-b751823af6e7,mined__github_py23_5d147705bff4ea04,equivalent,train,real_mined,499,499,998
472ffe22-7d51-4feb-9bcc-a706cb17fd84,mined__github_py23_ba84f183c0e97ad8,equivalent,val,real_mined,407,407,814
60e928aa-b601-4808-8b6b-dfc4036652fb,mined__github_py23_aee73feccbbad059,equivalent,train,real_mined,320,320,640
66e0c228-3074-492c-b84c-86406c029917,mined__github_py23_dda88131ededf09d,equivalent,train,real_mined,547,547,1094
021d0365-b403-4faf-8a5d-c1f79279e53f,mined__github_py23_c8cb0b927c0ad0f8,equivalent,test,real_mined,206,206,412
9744afdf-fb5b-4bf6-80fd-f4fb81a6d22b,mined__github_py23_e4f59c5d3dcda6aa,equivalent,train,real_mined,199,199,398
40f6900a-f761-4122-998c-29176575cfd0,mined__github_py23_08661473dd9827e1,equivalent,val,real_mined,273,273,546
69a93a74-8889-4181-ab6c-dbca2f6212e1,mined__github_py23_0eca7548cbea8bf5,equivalent,train,real_mined,194,194,388
a0702c88-2d93-4e5f-b2e2-e4ba3a4f5de7,mined__github_py23_e6f1c08f15180a3a,equivalent,train,real_mined,195,195,390
97514ed2-22b3-4021-a8bd-49a5a2f46a24,mined__github_py23_bd12d223bf45aedd,equivalent,val,real_mined,262,262,524
00da3de3-98f5-407e-9979-0b3ece15fe1a,mined__github_py23_4ebdf0f0dd6928f1,equivalent,train,real_mined,351,351,702
88f6dc3c-9c7a-47d0-9b2a-ac1665b160d9,mined__github_py23_97458e9c7b923b32,equivalent,train,real_mined,181,181,362
3655d1de-3edc-48e1-b033-cabf11dbd422,mined__github_py23_15b4abb1227a41ab,equivalent,val,real_mined,331,331,662
208b9aae-2238-4ce4-b995-c6815d10c323,mined__github_py23_91a95b4cf1813042,equivalent,train,real_mined,359,359,718
79e22ef7-5a65-483e-b435-f57c8ffde04a,mined__github_py23_47786e380f9690e2,equivalent,train,real_mined,183,183,366
0fde08d7-ae1d-4438-9214-9a2d8afc28a4,mined__github_py23_a3ef94e778426c86,equivalent,train,real_mined,387,387,774
72070a74-87ac-4596-9497-b798e3a96fd5,mined__github_py23_43a6eec46efbb5b9,equivalent,train,real_mined,660,660,1320
15a708d0-c8e8-4364-8496-3843fba4b853,mined__github_py23_63a23b8c3503d24b,equivalent,train,real_mined,828,828,1656
a9bafeb7-d10b-4cc3-aa57-87f5799d9551,mined__github_py23_1d4c921106bb892d,equivalent,train,real_mined,46,46,92
8c43e413-8476-4b86-b6c3-a13d3bf7dd0c,mined__github_py23_64cc026d63128588,equivalent,val,real_mined,98,98,196
abdb470f-32c0-41eb-b7cd-5afc212955f0,mined__github_py23_9bea0d8a3e58230e,equivalent,train,real_mined,86,86,172
420ef709-e1a9-4d6b-935a-db1f23e36292,mined__github_py23_171c7a2c9fbfc6d0,equivalent,train,real_mined,74,74,148
ca251d29-f1a3-4ede-9d07-09dfa9374bb2,mined__github_py23_a92f31ff3869ffba,equivalent,train,real_mined,51,51,102
111c8145-6df8-4e9e-979a-f8ccdab88286,mined__github_py23_aebc93a21faaec2d,equivalent,train,real_mined,48,48,96
c3f6fb36-b695-4e58-b14a-b0f8541bab9e,mined__github_py23_1fe3a4a39f23eef8,equivalent,train,real_mined,75,75,150
4ce97402-00ec-48a9-9f73-271aca6fb6cf,mined__github_py23_b4b1418642d49dbd,equivalent,train,real_mined,136,136,272
9a9cf97a-62ea-4b07-99b3-83a254826e69,mined__github_py23_e82dbdbc88ed03be,equivalent,train,real_mined,108,108,216
6581fdce-6464-4fe1-ac3e-e065549dd875,mined__github_py23_fa331278467d7b72,equivalent,train,real_mined,96,96,192
5b66d983-a0a5-4123-a8d3-0b58852e8a3a,mined__github_py23_aa7076b8e43b9e50,equivalent,val,real_mined,146,146,292
2db34931-4443-493c-a8a8-85d4db0e1bfc,mined__github_py23_ef19ee2d20b56035,equivalent,train,real_mined,279,279,558
ef4a35a4-74dd-4263-8658-ed174be80442,mined__github_py23_82dacd2b41c442c1,equivalent,train,real_mined,199,199,398
bbfbbb77-b7d7-4e88-ad7f-673736035ef7,mined__github_py23_6df6df745d634cad,equivalent,train,real_mined,106,106,212
859054fd-7cb0-4d11-b16d-a1a934b1e15a,mined__github_py23_22fba2b3232f2777,equivalent,train,real_mined,81,81,162
dfc47685-56fe-4a74-82d1-893b7d6c09b6,mined__github_py23_d2f574f891697e5c,equivalent,val,real_mined,109,109,218
51a5eecd-0c3d-4368-be9e-f32c8c26e88c,mined__github_py23_ef5b48558c6b3484,equivalent,test,real_mined,83,83,166
fb0ac949-0de6-46f0-afbd-1f5b9ccda3fa,mined__github_py23_83b9025cc0db52da,equivalent,train,real_mined,72,72,144
c75b5406-1bdf-4c03-ae80-9c2482fee13d,mined__github_py23_ecd4be0890a95e8e,equivalent,val,real_mined,106,106,212
97113168-cd24-425e-b825-51d79fffd25e,mined__github_py23_6f515d20cec0bcd2,equivalent,train,real_mined,93,93,186
0b3c6cf4-a743-429d-9286-c3f48a4641a4,mined__github_py23_70f25595d4eb55a1,equivalent,test,real_mined,151,151,302
cbea5b90-c4e2-4c0d-8528-d0b25ce8c0bd,mined__github_py23_ffcf78da19c019d7,equivalent,train,real_mined,172,172,344
b152a882-fbcc-4d3b-acd6-327b4893d9ce,mined__github_py23_753a1b3d4dc1558c,equivalent,train,real_mined,241,241,482
1678427c-dd6d-4f68-9eba-2c7827f6e6e8,mined__github_py23_47230bd7549e69d5,equivalent,val,real_mined,45,45,90
8c05ffde-2f4a-4acf-87b4-60287208d312,mined__github_py23_9caab311503e057f,equivalent,val,real_mined,37,37,74
2c8c80b9-f459-4665-9e5d-1cb6998b01ff,mined__github_py23_19b55a20b9cc5f1f,equivalent,train,real_mined,73,73,146
3c438076-7362-4535-b482-47869eab35c9,mined__github_py23_a4adbcefee463847,equivalent,val,real_mined,111,111,222
c41535dd-2eee-44f0-846c-6e8eaad01ab4,mined__github_py23_5b58fca9ad26cc9e,equivalent,val,real_mined,99,99,198
f929fbfa-4194-45f6-bd0d-237f99c143f4,mined__github_py23_bb1ee6a56aeeabfa,equivalent,train,real_mined,106,106,212
34275c90-c571-47db-a2dc-a9a2220a35e8,mined__github_py23_5ed74d447e01989a,equivalent,test,real_mined,81,81,162
16b778ed-5c24-4024-892d-b66163809af5,mined__github_py23_76b9c82322efac3b,equivalent,test,real_mined,102,102,204
5508ca37-0b90-4bdb-9a71-47471d5efe02,mined__github_py23_3275534e0d2f655c,equivalent,train,real_mined,103,103,206
06141418-26b2-469c-8daf-073425c55d9d,mined__github_py23_1b78cfad4bf94cfa,equivalent,val,real_mined,94,94,188
d6a7cc2c-66a2-4579-aa91-f09483959eff,mined__github_py23_4bb2331a28b6a398,equivalent,val,real_mined,152,152,304
d3d94b18-5e39-40ab-9b8b-d8a8b5fc6636,mined__github_py23_c5ee995b989dbd37,equivalent,train,real_mined,134,134,268
622a161e-ba5d-40b3-93fc-f77ac175ec9c,mined__github_py23_f9637d847708bb53,equivalent,train,real_mined,218,218,436
