id,family_id,source,mutation_type,pattern,difficulty,verification_status,split,change_ratio,same_code,original_chars,migrated_chars,original_lines,migrated_lines,function_name,repo
be5b7386-55b3-4476-b6d5-c12c2fec7339,basestring_01,mutation,basestring_narrowed_to_bytes,basestring_str,hard,strong,train,0.0909,False,52,47,2,2,,
31e78f1f-7c2b-4504-a57f-7ebb52b480b5,long_int_01,mutation,long_to_int_became_float,long_removed,hard,strong,train,0.0704,False,35,36,2,2,,
afc32dab-2ec3-4dc8-8ca5-f365178b3e84,urllib_import_01,mutation,stdlib_rename_partial,stdlib_reorg_urllib,hard,pending,train,0.0612,False,70,77,4,4,,
c2f4fd80-fdec-42f9-8419-8633a73d7d3a,stringio_01,mutation,stringio_wrong_module,stdlib_reorg_stringio,hard,strong,train,0.1534,False,101,88,6,6,,
55097ac0-93a3-4f9a-a582-878ba23261fc,dict_values_list_01,mutation,missing_list_wrap_on_iterator,dict_values_view,hard,strong,train,0.0,True,61,61,3,3,,
747bf923-1ee5-4b66-afec-33d25f5e265d,input_raw_input_01,mutation,input_prompt_dropped,raw_input_input,hard,pending,train,0.1071,False,62,50,3,3,,
75f77910-924d-4703-86d5-3ca8ac4c42fe,exec_statement_01,mutation,exec_argument_order_swapped,exec_statement,hard,strong,train,0.1646,False,40,39,2,2,,
a30d445a-c7e9-4bfb-8d02-d7e870a0dbe8,zip_list_01,mutation,missing_list_wrap_on_iterator,zip_returns_iterator,hard,strong,val,0.0,True,62,62,3,3,,
00c80650-a85a-41bb-86be-ce8bee2d6bdb,mined__github_py23_fea5b2c6db74a4d9,mutation,dict_iteritems_not_converted,mined:six.PY3,hard,pending,train,0.0653,False,2211,2000,47,44,,
520068fa-32a0-4b88-b68e-420364014e52,mined__github_py23_fea5b2c6db74a4d9,mutation,division_operator_flipped,mined:six.PY3,hard,pending,train,0.0647,False,2211,1995,47,44,,
5090e677-bef1-4ae4-b4ba-713212736ffa,mined__github_py23_e14435df73685e85,mutation,division_operator_flipped,mined:six.PY2,hard,pending,val,0.0154,False,2404,2331,54,52,,
25416873-8a83-4517-8bb9-748b0b4a41ae,mined__github_py23_fa5d4b926242ef70,mutation,division_operator_flipped,mined:six.PY2,hard,pending,train,0.1416,False,637,479,9,7,,
354b46a8-4fad-4b79-8170-2016d4f6b3e7,mined__github_py23_a7028b7606e9a577,mutation,division_operator_flipped,mined:six.PY2,hard,pending,train,0.1147,False,645,593,19,17,,
127cafe6-1862-482b-ac9a-17149bcabbc7,mined__github_py23_12d484075c40e123,mutation,division_operator_flipped,mined:six.PY3,hard,pending,train,0.0465,False,1293,1178,33,30,,
3e73c4ba-483d-4969-a29e-4e76f7cb5c07,mined__github_py23_78c3141b831cd1ba,mutation,division_operator_flipped,mined:six.PY3,hard,pending,val,0.1845,False,335,234,10,7,,
4e259495-2a70-481a-b34c-fcd9ab7a78f4,mined__github_py23_f2dcd767f9d15aee,mutation,division_operator_flipped,mined:six.PY2,hard,pending,train,0.0574,False,1086,968,21,19,,
b90974e6-e27a-44c5-b543-5f07229f25c5,mined__github_py23_911c259f7108f81f,mutation,division_operator_flipped,mined:six.PY2,hard,pending,train,0.1057,False,617,499,14,12,,
13889a07-f0f6-44f2-8edf-c64d9d92ea19,mined__github_py23_244953afef81edd2,mutation,division_operator_wrong_direction,mined:six.PY2,hard,pending,train,0.0509,False,1278,1156,33,28,,
860071c4-c4d9-4184-8cab-011922167ee4,mined__github_py23_72cb472888f5e754,mutation,dict_iteritems_not_converted,"mined:inspect.getargspec(,six.PY2",hard,pending,test,0.3614,False,314,209,10,6,,
b524f4cc-9757-4e07-a47c-3379303cd20f,mined__github_py23_6a40a8596538dad6,mutation,dict_iteritems_not_converted,"mined:inspect.getargspec(,six.PY2",hard,pending,train,0.3813,False,1517,778,36,22,,
0b7845b4-fa50-4d26-baad-44603734514e,mined__github_py23_01238bf196ee31bf,mutation,dict_iteritems_not_converted,mined:six.PY2,hard,pending,train,0.0643,False,1586,1402,40,37,,
74017a00-713c-4c1f-9474-18bb685875c0,mined__github_py23_6ce99cddecb1a0c7,mutation,division_operator_flipped,mined:six.PY2,hard,pending,train,0.1857,False,3189,2610,72,62,,
24e6c99a-cab9-4b9d-8c87-4590bf8fceb2,mined__github_py23_1d83d807e7df383b,mutation,dict_iteritems_not_converted,mined:.iteritems(,hard,pending,train,0.0197,False,332,329,9,9,,
12f75051-e3a8-44bd-9036-b25e3c2f4141,mined__github_py23_461f5ee536ce06bb,mutation,dict_iteritems_not_converted,mined:.iteritems(,hard,pending,val,0.019,False,344,341,9,9,,
1d4baff7-13fc-44fa-ac26-d6ec216f61bf,mined__github_py23_0599c01d84a6c605,mutation,division_operator_wrong_direction,mined:xrange(,hard,pending,train,0.0018,False,562,562,13,13,,
6eb82927-7333-4fd8-98eb-0b5b40e7461b,mined__github_py23_fe6228a697eb9e84,mutation,division_operator_flipped,mined:six.PY3,hard,pending,train,0.2392,False,1693,1372,45,39,,
30aa5346-37f8-445d-a40d-9efb5a7ce6e1,mined__github_py23_804f04de65739059,mutation,dict_iteritems_not_converted,mined:.assertEquals(,hard,pending,val,0.005,False,702,703,15,15,,
936abfdc-a6da-4099-86d3-12604166b63b,mined__github_py23_804f04de65739059,mutation,dict_iterkeys_not_converted,mined:.assertEquals(,hard,pending,val,0.0418,False,702,711,15,15,,
60cc5162-6d72-4bda-80f5-59a470be64a5,mined__github_py23_804f04de65739059,mutation,missing_list_wrap_on_iterator,mined:.assertEquals(,hard,pending,val,0.0065,False,702,693,15,15,,
917343e1-71da-43be-874d-3c559f3d67d2,mined__github_py23_1e998f132b882108,mutation,division_operator_flipped,mined:.assertEquals(,hard,pending,train,0.0014,False,691,689,15,15,,
900479c0-f07c-49af-8568-42fcfdb67d9f,mined__github_py23_bda2ebe43716097b,mutation,dict_iterkeys_not_converted,mined:.assertEquals(,hard,pending,val,0.0392,False,292,295,5,5,,
d2650df8-7426-4f3d-9985-139eb44bd618,mined__github_py23_a73106e0905c255e,mutation,dict_iterkeys_not_converted,"mined:.assertEquals(,.assertNotEquals(",hard,pending,test,0.006,False,824,830,21,21,,
60ac959c-4c82-4474-a6ad-afe2b9275eff,mined__github_py23_406cbbaff2137f23,mutation,division_operator_flipped,mined:.assertEquals(,hard,pending,test,0.0015,False,680,678,15,15,,
1a428cfd-03fb-45ca-9376-34aecd1094a6,mined__github_py23_de25447a54f044c0,mutation,dict_iterkeys_not_converted,mined:.assertEquals(,hard,pending,train,0.0387,False,296,299,5,5,,
5eb7ee15-6577-43dc-9123-74eb90eff2b6,mined__github_py23_272180831a7cce89,mutation,dict_iterkeys_not_converted,mined:.assertEquals(,hard,pending,test,0.0055,False,640,641,13,13,,
fe9cb793-e4e3-4724-8f0a-63020d78a234,dict_iteritems_01,generic_mutation,generic_return_value_dropped,dict_iteritems,medium,pending,test,0.0541,False,114,108,5,5,,
3864d4af-d513-4b34-bfcd-602f1dbae02a,dict_iterkeys_01,generic_mutation,generic_return_value_dropped,dict_iterkeys,medium,pending,val,0.0492,False,93,90,5,5,,
aa3314f2-6c7d-4c3d-86b5-b559886e3293,except_as_01,generic_mutation,generic_return_value_dropped,except_as,medium,pending,train,0.0634,False,102,103,5,5,,
7bb745ef-8ffa-47c1-91c9-1112057842be,division_01,generic_mutation,generic_off_by_one,division_operator,medium,pending,train,0.0508,False,29,30,2,2,,
5dec26d6-d06f-45c9-92d4-cff1de343318,division_01,generic_mutation,generic_return_value_dropped,division_operator,medium,pending,train,0.1228,False,29,28,2,2,,
9d697711-2320-45c2-99b9-e508a08bab50,xrange_01,generic_mutation,generic_off_by_one,xrange_range,medium,pending,train,0.022,False,91,91,5,5,,
b9297a07-897e-4faf-ae22-f3bd26c53e45,xrange_01,generic_mutation,generic_return_value_dropped,xrange_range,medium,pending,train,0.0444,False,91,89,5,5,,
20805b40-b672-4f70-9da3-60fcf83d8466,unicode_str_01,generic_mutation,generic_return_value_dropped,unicode_str,medium,pending,test,0.2468,False,46,31,2,2,,
b0c28ae8-7d33-43b6-a70d-ff861e0395ff,map_list_01,generic_mutation,generic_off_by_one,map_returns_iterator,medium,pending,train,0.0488,False,79,85,3,3,,
8d1e39d2-6508-441a-adae-ac16aeedda38,map_list_01,generic_mutation,generic_return_value_dropped,map_returns_iterator,medium,pending,train,0.1069,False,79,80,3,3,,
019d4213-01d4-4835-bbb9-6e837009c4a9,has_key_01,generic_mutation,generic_return_value_dropped,dict_has_key,medium,pending,test,0.1905,False,47,37,2,2,,
e9c9943e-5da0-454e-ba62-024b8ef6b16f,next_method_01,generic_mutation,generic_return_value_dropped,iterator_next,medium,pending,train,0.0962,False,55,49,3,3,,
aab3315e-7cfe-46b4-a3c9-62ff802b4169,raise_syntax_01,generic_mutation,generic_return_value_dropped,raise_from,medium,pending,train,0.0726,False,88,91,4,4,,
48558a58-b13b-4fee-97e7-7807d7fc0352,raise_syntax_01,generic_mutation,generic_condition_negated,raise_from,medium,pending,train,0.0667,False,88,92,4,4,,
20205363-61d5-4ff2-8879-b99a4ed26e4c,sorted_cmp_01,generic_mutation,generic_return_value_dropped,sorted_cmp_to_key,medium,pending,test,0.5035,False,70,71,2,4,,
8c5e0eb9-8e47-47b3-9da9-ca8e942a7b98,basestring_01,generic_mutation,generic_return_value_dropped,basestring_str,medium,pending,train,0.3012,False,52,31,2,2,,
32023847-b7b2-4e1b-a957-6be8ad8aefb0,long_int_01,generic_mutation,generic_return_value_dropped,long_removed,medium,pending,train,0.1045,False,35,32,2,2,,
198b339f-1d41-4614-9c1f-cb40dada0644,urllib_import_01,generic_mutation,generic_return_value_dropped,stdlib_reorg_urllib,medium,pending,train,0.2903,False,70,54,4,4,,
6165a727-f7df-4743-b513-dda30b171b81,stringio_01,generic_mutation,generic_return_value_dropped,stdlib_reorg_stringio,medium,pending,train,0.1648,False,101,81,6,6,,
771c97fa-9b94-476a-8eb9-63efb3ca459d,dict_values_list_01,generic_mutation,generic_off_by_one,dict_values_view,medium,pending,train,0.0625,False,61,67,3,3,,
b6edc266-d0d8-4542-963b-f4c7b6d3e296,dict_values_list_01,generic_mutation,generic_return_value_dropped,dict_values_view,medium,pending,train,0.136,False,61,64,3,3,,
03041937-4514-435b-b50c-8fcdbfcc4a60,input_raw_input_01,generic_mutation,generic_return_value_dropped,raw_input_input,medium,pending,train,0.1,False,62,58,3,3,,
21b1bc26-cc50-40d5-94b6-b59c92ca2520,zip_list_01,generic_mutation,generic_return_value_dropped,zip_returns_iterator,medium,pending,val,0.1452,False,62,62,3,3,,
d229be25-86c1-4952-b08e-6d1e23294c1c,mined__github_py23_bddda6e80555ed31,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.6441,False,327,72,8,3,,
8ec1dca2-7a98-431d-8e90-30555dd44138,mined__github_py23_551448e16a407582,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,test,0.4416,False,762,334,21,12,,
1cc4173a-aafb-43df-abc5-423f571bb9b3,mined__github_py23_d4d05ae1b21ac988,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.2522,False,4530,3651,116,85,,
e43123bc-80e5-4d28-8d8e-98794c6943cd,mined__github_py23_d4d05ae1b21ac988,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2523,False,4530,3652,116,85,,
8ad16ac0-c34d-4d97-bd10-386b5e1f0a1c,mined__github_py23_d4d05ae1b21ac988,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.3504,False,4530,3653,116,85,,
51c01a3c-14d4-4676-994c-0b467934c966,mined__github_py23_d4d05ae1b21ac988,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2538,False,4530,3655,116,85,,
ab862b91-e3e1-4dba-8766-035b67b5958a,mined__github_py23_c3428b16c724dd1c,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,train,0.5523,False,745,220,19,7,,
d963a2b1-00f7-48e4-8e01-5135788e9223,mined__github_py23_c3428b16c724dd1c,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.5521,False,745,224,19,7,,
fa2957c4-beed-414a-a757-5fa22264b6b2,mined__github_py23_1452c0c2b3143cc4,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,val,0.2612,False,2976,2040,57,39,,
13ada878-83d7-4b72-8406-28ebbc0a90b6,mined__github_py23_1452c0c2b3143cc4,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,val,0.2617,False,2976,2038,57,39,,
a53a4b2f-7818-439e-a841-5f438f99d08b,mined__github_py23_1452c0c2b3143cc4,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,val,0.2739,False,2976,2040,57,39,,
14889a70-ef42-46a5-b38c-62ddc318c538,mined__github_py23_1452c0c2b3143cc4,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.2605,False,2976,2038,57,39,,
5acbcd0e-4035-45ec-b4f3-6740278c518b,mined__github_py23_1452c0c2b3143cc4,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,val,0.2612,False,2976,2043,57,39,,
924c729b-5323-4aec-b8d0-098b5e1dae69,mined__github_py23_fea5b2c6db74a4d9,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2835,False,2211,1725,47,37,,
e78c3692-5be0-45d3-bd89-6974f533e519,mined__github_py23_81ef2a9482e67f5c,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.4652,False,589,230,12,8,,
140af6f1-7bd0-4b0c-93a3-a119e7b9dc6e,mined__github_py23_b6a43db1280201af,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,test,0.3689,False,385,233,9,8,,
f9ce6ed0-3bb3-45a3-a3ab-08f615e9fa65,mined__github_py23_ebe53a2f9254a655,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,test,0.0893,False,375,319,9,8,,
12fdc852-4078-4559-96e2-08476beefcf4,mined__github_py23_381d8546b5877771,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.4848,False,1370,796,36,22,,
0425b097-0486-44d6-b572-24842a767c07,mined__github_py23_381d8546b5877771,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.5396,False,1370,789,36,22,,
1b44334a-a478-4702-9986-3bd3968426f7,mined__github_py23_381d8546b5877771,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.4864,False,1370,803,36,22,,
a0d8cc2a-d2a6-4537-afbb-cbb54d06a1f5,mined__github_py23_714742d93306762f,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.2036,False,617,503,15,12,,
fbcf93d0-d9a9-4ade-a483-0ec24557a1b2,mined__github_py23_e2de11afe6fc6774,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,test,0.1707,False,654,494,16,13,,
1b26c003-39d8-44e3-9521-851bc0c29e0c,mined__github_py23_e2de11afe6fc6774,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,test,0.1641,False,654,504,16,13,,
a0203b2c-466e-4590-a107-346be49d2ed8,mined__github_py23_e14435df73685e85,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,val,0.3514,False,2404,1574,54,26,,
8d598061-b346-440f-92c7-aa7738f11978,mined__github_py23_e14435df73685e85,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,val,0.3529,False,2404,1574,54,26,,
87922b85-45c6-4473-8974-54f30b249698,mined__github_py23_e14435df73685e85,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,val,0.3526,False,2404,1578,54,26,,
3aa876c4-8267-4d22-9def-5ad13c4dd038,mined__github_py23_9649e292d93a9563,generic_mutation,generic_comparison_flip,mined:six.PY2,medium,pending,train,0.7899,False,1041,349,20,5,,
19d7bbe5-c390-4ae0-a38f-e7344322c5a0,mined__github_py23_9649e292d93a9563,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.736,False,1041,353,20,5,,
708b6e38-1984-4086-9d00-b49b23f3c603,mined__github_py23_b806ddecbfed5cc5,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,test,0.3563,False,1923,1274,41,26,,
8d2b4c5b-d4fa-4686-9118-12270f089165,mined__github_py23_b806ddecbfed5cc5,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,test,0.3575,False,1923,1280,41,26,,
97bfd853-c469-4916-87f8-6cb2b6ece6cd,mined__github_py23_fa5d4b926242ef70,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.7313,False,637,100,9,3,,
ee40b9d5-8624-40ae-9dd4-a6bae10037fc,mined__github_py23_6e2afd95e8e25159,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,val,0.205,False,193,129,6,2,,
4c83e0df-a0d1-4cf9-8757-effb9861b7a3,mined__github_py23_6e2afd95e8e25159,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,val,0.215,False,193,128,6,2,,
088d9792-25d9-4372-83fe-f27f1a454a5f,mined__github_py23_6e2afd95e8e25159,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,val,0.205,False,193,129,6,2,,
daa03c86-8961-4459-b2f0-c7bd804a1db9,mined__github_py23_6e2afd95e8e25159,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.6116,False,193,49,6,2,,
09d7b287-a4ff-4772-9b24-1ad22fccceb7,mined__github_py23_4021af02a4950c5a,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.2672,False,1684,1250,39,30,,
dee79b67-bc88-420b-831c-2a5852ab85ff,mined__github_py23_4021af02a4950c5a,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.2588,False,1684,1249,39,30,,
15e62dcb-d329-4f7c-8f2d-a4cd8a1bb9a7,mined__github_py23_4021af02a4950c5a,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2665,False,1684,1250,39,30,,
67ab813f-78c7-4c70-82db-ce697d1efa5f,mined__github_py23_4021af02a4950c5a,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.2858,False,1684,1189,39,30,,
81101172-f836-4aa2-9455-f364fecc0411,mined__github_py23_4021af02a4950c5a,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.26,False,1684,1254,39,30,,
ce29e965-b0cb-4670-9e73-f104772823cf,mined__github_py23_349ec75f114f9b21,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,test,0.7509,False,229,36,6,2,,
ff2e7691-2b52-4753-8c07-d5434c82d776,mined__github_py23_b72c696ade80b9e3,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.7471,False,225,36,6,2,,
b56f3f20-0c30-400c-831e-8e7a746f3ad8,mined__github_py23_a1e792ae92ea810b,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,test,0.7023,False,181,34,4,2,,
2e2d9385-8677-4973-993d-6d3de04a5bf8,mined__github_py23_7d1422f0fb598877,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.2411,False,1035,649,27,13,,
fba948e1-08e5-417d-8156-1dd09d65f660,mined__github_py23_7d1422f0fb598877,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.2344,False,1035,650,27,13,,
5442e3bc-7ba6-4ff7-8b92-11f556c2578c,mined__github_py23_7d1422f0fb598877,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2341,False,1035,652,27,13,,
50ce5617-68ab-41bd-b4ea-eba2b401dee7,mined__github_py23_2c1cee2a171d0094,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,val,0.3621,False,1092,739,22,18,,
71bfb9b1-a529-4358-a19b-7b2b49c7e67e,mined__github_py23_2c1cee2a171d0094,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.4958,False,1092,693,22,18,,
704d7742-f549-4f12-a68d-581d2d675d23,mined__github_py23_2c1cee2a171d0094,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,val,0.3645,False,1092,746,22,18,,
cbf6649e-6328-4b93-b620-b7ee391f4d47,mined__github_py23_7ecaab3a53cd0c27,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.0793,False,2709,2363,69,58,,
adb263d3-a8c3-4916-9c1a-a4dbb7847e0c,mined__github_py23_7ecaab3a53cd0c27,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.0897,False,2709,2362,69,58,,
4ad2d21d-543d-4806-b003-1ff5030e483c,mined__github_py23_7ecaab3a53cd0c27,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.0804,False,2709,2367,69,58,,
707d6f59-34eb-4b98-b4ed-d1d928995314,mined__github_py23_a7028b7606e9a577,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.7434,False,645,446,19,14,,
bfb65e86-a188-47fe-b822-ffb385e616ee,mined__github_py23_a7028b7606e9a577,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.7431,False,645,445,19,14,,
2307bfcc-503b-4d17-9810-3cc63897ab87,mined__github_py23_a7028b7606e9a577,generic_mutation,generic_return_value_dropped,mined:six.PY2,medium,pending,train,0.7417,False,645,439,19,14,,
bf6aca7c-9cfd-49f2-b691-d89e493a0325,mined__github_py23_a7028b7606e9a577,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.7441,False,645,449,19,14,,
e33f9070-29bf-4409-a50c-464ddb34a6a2,mined__github_py23_12d484075c40e123,generic_mutation,generic_comparison_flip,mined:six.PY3,medium,pending,train,0.1168,False,1293,1028,33,28,,
ca6d28e3-4cbb-42ab-a2b2-311b20efa7e6,mined__github_py23_12d484075c40e123,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,train,0.1797,False,1293,1028,33,28,,
b4cd5cfb-c267-4207-87c1-8084f13a9575,mined__github_py23_12d484075c40e123,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.1163,False,1293,1029,33,28,,
3e3dd73a-f37b-447c-820e-ab5d5a8533af,mined__github_py23_12d484075c40e123,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.121,False,1293,1021,33,28,,
a0e5fbc4-1537-4a38-9bf7-4d227b2e301f,mined__github_py23_12d484075c40e123,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.1169,False,1293,1033,33,28,,
446d43a1-3ef2-45e3-bcf6-a9597adadefe,mined__github_py23_225283c2d986aeb0,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,test,0.5208,False,1399,713,30,15,,
98f5acb7-1b47-4ab4-8ae1-1fc847f4ead0,mined__github_py23_225283c2d986aeb0,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,test,0.5215,False,1399,716,30,15,,
f2b8cbba-9760-4741-99bb-c03df2f7962a,mined__github_py23_dcc036a716667c56,generic_mutation,generic_boolop_flip,mined:six.PY3,medium,pending,val,0.3689,False,1655,1029,35,23,,
d62889c6-8c2e-4c2a-940c-5aba8448a6cf,mined__github_py23_dcc036a716667c56,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.3669,False,1655,1027,35,23,,
f964e3f9-24c8-4831-a2f8-bc19b2c43714,mined__github_py23_dcc036a716667c56,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,val,0.3681,False,1655,1032,35,23,,
99589463-8e62-4ed2-8ce8-e5d27410962f,mined__github_py23_06f8c3a348dab8c6,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.4804,False,486,203,10,6,,
bf7259e4-a0b6-47d4-92fe-9fb8f14194f6,mined__github_py23_06f8c3a348dab8c6,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.4657,False,486,184,10,6,,
1269ccbf-faef-41ce-a7e0-0090222517e9,mined__github_py23_06f8c3a348dab8c6,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.4863,False,486,207,10,6,,
a975b7d9-ee4b-4f0b-a69d-b128326d060a,mined__github_py23_4820937316ce1966,generic_mutation,generic_off_by_one,mined:six.PY3,medium,pending,train,0.2472,False,1178,756,27,12,,
32b8d395-da1a-424b-94da-ac29fbb260e9,mined__github_py23_4820937316ce1966,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.266,False,1178,743,27,12,,
fe0c10cc-1327-4694-8868-1b4dbf420917,mined__github_py23_4820937316ce1966,generic_mutation,generic_condition_negated,mined:six.PY3,medium,pending,train,0.2477,False,1178,760,27,12,,
bf1935e5-dbc8-45e4-a418-c0acf8ae60cd,mined__github_py23_e21772c455cae9e9,generic_mutation,generic_boolop_flip,mined:six.PY2,medium,pending,train,0.3395,False,422,226,6,3,,
aecdaa1f-8ef5-4cfe-860a-d929a4df7e40,mined__github_py23_e21772c455cae9e9,generic_mutation,generic_off_by_one,mined:six.PY2,medium,pending,train,0.3313,False,422,227,6,3,,
e2df2f1b-3658-41f1-8862-ce637e13dab8,mined__github_py23_e21772c455cae9e9,generic_mutation,generic_condition_negated,mined:six.PY2,medium,pending,train,0.3374,False,422,233,6,3,,
5d53da92-b6e8-4543-81bf-8007bf4e09c4,mined__github_py23_140f724cfe638c1c,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,val,0.3608,False,63,34,2,2,,
09abfb6b-b516-424b-a12c-ef3fd6622929,mined__github_py23_a9431c752f84d305,generic_mutation,generic_return_value_dropped,mined:six.PY3,medium,pending,train,0.3515,False,748,387,17,11,,
